date,product,region,units_sold,revenue
2026-02-20 08:40:55.580897,Laptop,Mombasa,1,18000.0
2026-02-21 08:40:55.581235,Headphones,Eldoret,17,59500.0
2026-02-22 08:40:55.580991,Headphones,Mombasa,4,100000.0
2026-02-23 08:40:55.580724,Laptop,Eldoret,19,66500.0
2026-02-23 08:40:55.580947,Headphones,Mombasa,18,63000.0
2026-02-23 08:40:55.581026,Headphones,Mombasa,10,250000.0
2026-02-23 08:40:55.581276,Laptop,Nairobi,15,52500.0
2026-02-24 08:40:55.580780,Phone,Mombasa,14,350000.0
2026-02-24 08:40:55.581192,Monitor,Eldoret,5,90000.0
2026-02-25 08:40:55.580686,Headphones,Kisumu,17,59500.0
2026-02-25 08:40:55.581301,Laptop,Nairobi,12,300000.0
2026-02-25 08:40:55.581309,Monitor,Nairobi,6,108000.0
2026-02-25 08:40:55.581313,Monitor,Nairobi,8,200000.0
2026-02-25 08:40:55.581361,Laptop,Eldoret,2,36000.0
2026-02-26 08:40:55.580647,Headphones,Nairobi,16,288000.0
2026-02-26 08:40:55.581334,Headphones,Eldoret,8,28000.0
2026-02-28 08:40:55.581375,Headphones,Kisumu,17,59500.0
2026-03-01 08:40:55.581569,Headphones,Mombasa,9,405000.0
2026-03-02 08:40:55.581436,Headphones,Kisumu,7,175000.0
2026-03-03 08:40:55.580586,Phone,Eldoret,5,125000.0
2026-03-03 08:40:55.580651,Phone,Eldoret,3,10500.0
2026-03-03 08:40:55.580893,Phone,Mombasa,4,180000.0
2026-03-03 08:40:55.581052,Phone,Kisumu,18,450000.0
2026-03-04 08:40:55.580838,Headphones,Eldoret,11,38500.0
2026-03-04 08:40:55.580883,Phone,Mombasa,6,270000.0
2026-03-05 08:40:55.581179,Monitor,Mombasa,19,475000.0
2026-03-05 08:40:55.581307,Monitor,Nairobi,15,52500.0
2026-03-05 08:40:55.581539,Laptop,Mombasa,18,63000.0
2026-03-06 08:40:55.580615,Phone,Nairobi,10,35000.0
2026-03-06 08:40:55.580775,Laptop,Eldoret,8,144000.0
2026-03-06 08:40:55.581498,Monitor,Mombasa,13,585000.0
2026-03-08 08:40:55.580758,Laptop,Kisumu,8,28000.0
2026-03-08 08:40:55.580770,Monitor,Nairobi,1,25000.0
2026-03-08 08:40:55.580791,Headphones,Mombasa,6,108000.0
2026-03-08 08:40:55.581255,Laptop,Eldoret,2,36000.0
2026-03-08 08:40:55.581359,Laptop,Mombasa,8,144000.0
2026-03-08 08:40:55.581548,Headphones,Nairobi,12,216000.0
2026-03-09 08:40:55.580633,Laptop,Mombasa,3,54000.0
2026-03-09 08:40:55.580667,Laptop,Nairobi,3,75000.0
2026-03-09 08:40:55.581188,Phone,Mombasa,9,225000.0
2026-03-09 08:40:55.581448,Phone,Nairobi,16,400000.0
2026-03-10 08:40:55.580889,Monitor,Kisumu,19,342000.0
2026-03-11 08:40:55.580922,Headphones,Nairobi,8,144000.0
2026-03-12 08:40:55.581039,Headphones,Nairobi,19,342000.0
2026-03-12 08:40:55.581167,Laptop,Nairobi,12,540000.0
2026-03-12 08:40:55.581259,Monitor,Eldoret,3,10500.0
2026-03-13 08:40:55.580773,Monitor,Mombasa,7,315000.0
2026-03-13 08:40:55.580795,Headphones,Eldoret,16,400000.0
2026-03-13 08:40:55.581438,Phone,Eldoret,3,135000.0
2026-03-13 08:40:55.581523,Phone,Kisumu,18,450000.0
2026-03-14 08:40:55.580732,Monitor,Kisumu,2,50000.0
2026-03-14 08:40:55.580799,Monitor,Mombasa,3,54000.0
2026-03-14 08:40:55.580858,Laptop,Kisumu,8,360000.0
2026-03-14 08:40:55.581552,Headphones,Nairobi,15,675000.0
2026-03-15 08:40:55.581012,Headphones,Mombasa,17,59500.0
2026-03-15 08:40:55.581109,Laptop,Mombasa,8,200000.0
2026-03-16 08:40:55.580608,Laptop,Eldoret,18,810000.0
2026-03-16 08:40:55.580801,Headphones,Nairobi,17,765000.0
2026-03-16 08:40:55.580910,Phone,Mombasa,5,225000.0
2026-03-16 08:40:55.581086,Phone,Mombasa,16,400000.0
2026-03-16 08:40:55.581537,Laptop,Mombasa,1,45000.0
2026-03-17 08:40:55.580627,Phone,Eldoret,12,300000.0
2026-03-17 08:40:55.580690,Headphones,Nairobi,1,3500.0
2026-03-17 08:40:55.580803,Phone,Nairobi,3,54000.0
2026-03-17 08:40:55.580812,Phone,Nairobi,3,10500.0
2026-03-17 08:40:55.581007,Phone,Eldoret,5,125000.0
2026-03-17 08:40:55.581142,Laptop,Eldoret,4,100000.0
2026-03-18 08:40:55.580574,Headphones,Kisumu,5,125000.0
2026-03-18 08:40:55.581388,Laptop,Nairobi,11,38500.0
2026-03-19 08:40:55.580767,Monitor,Kisumu,17,765000.0
2026-03-19 08:40:55.580935,Headphones,Mombasa,6,108000.0
2026-03-19 08:40:55.581228,Monitor,Mombasa,6,108000.0
2026-03-19 08:40:55.581325,Laptop,Kisumu,15,375000.0
2026-03-20 08:40:55.580604,Monitor,Mombasa,7,126000.0
2026-03-20 08:40:55.580844,Phone,Kisumu,12,42000.0
2026-03-20 08:40:55.581001,Laptop,Kisumu,19,475000.0
2026-03-20 08:40:55.581429,Phone,Kisumu,16,400000.0
2026-03-20 08:40:55.581564,Laptop,Nairobi,5,17500.0
2026-03-21 08:40:55.580675,Laptop,Eldoret,5,90000.0
2026-03-21 08:40:55.580692,Monitor,Kisumu,6,150000.0
2026-03-21 08:40:55.581057,Monitor,Kisumu,17,425000.0
2026-03-21 08:40:55.581082,Headphones,Eldoret,19,66500.0
2026-03-22 08:40:55.581571,Laptop,Nairobi,6,108000.0
2026-03-23 08:40:55.580714,Laptop,Kisumu,5,17500.0
2026-03-23 08:40:55.581305,Monitor,Mombasa,14,350000.0
2026-03-23 08:40:55.581340,Headphones,Eldoret,18,450000.0
2026-03-23 08:40:55.581365,Laptop,Mombasa,4,180000.0
2026-03-23 08:40:55.581505,Monitor,Nairobi,3,135000.0
2026-03-24 08:40:55.580708,Monitor,Mombasa,19,855000.0
2026-03-24 08:40:55.581446,Headphones,Nairobi,10,35000.0
2026-03-25 08:40:55.580602,Monitor,Nairobi,15,375000.0
2026-03-25 08:40:55.581016,Monitor,Nairobi,13,325000.0
2026-03-25 08:40:55.581338,Headphones,Eldoret,5,90000.0
2026-03-25 08:40:55.581521,Phone,Eldoret,16,288000.0
2026-03-26 08:40:55.581222,Laptop,Kisumu,5,125000.0
2026-03-27 08:40:55.580937,Laptop,Nairobi,15,270000.0
2026-03-27 08:40:55.581224,Laptop,Kisumu,5,225000.0
2026-03-27 08:40:55.581501,Laptop,Eldoret,16,720000.0
2026-03-28 08:40:55.580606,Monitor,Kisumu,5,17500.0
2026-03-28 08:40:55.580943,Headphones,Mombasa,3,75000.0
2026-03-28 08:40:55.581010,Headphones,Eldoret,9,162000.0
2026-03-28 08:40:55.581036,Monitor,Mombasa,11,495000.0
2026-03-28 08:40:55.581061,Headphones,Mombasa,16,288000.0
2026-03-28 08:40:55.581373,Headphones,Nairobi,3,135000.0
2026-03-29 08:40:55.581442,Headphones,Eldoret,19,855000.0
2026-03-31 08:40:55.580677,Laptop,Mombasa,2,7000.0
2026-03-31 08:40:55.580762,Monitor,Eldoret,7,24500.0
2026-03-31 08:40:55.580809,Monitor,Nairobi,3,135000.0
2026-03-31 08:40:55.581032,Monitor,Eldoret,13,325000.0
2026-04-01 08:40:55.580590,Laptop,Kisumu,10,250000.0
2026-04-01 08:40:55.580939,Headphones,Nairobi,14,350000.0
2026-04-01 08:40:55.580956,Monitor,Mombasa,16,56000.0
2026-04-01 08:40:55.580995,Laptop,Eldoret,4,180000.0
2026-04-02 08:40:55.581427,Headphones,Eldoret,11,198000.0
2026-04-03 08:40:55.580740,Laptop,Mombasa,3,10500.0
2026-04-03 08:40:55.580970,Monitor,Mombasa,15,675000.0
2026-04-04 08:40:55.580688,Headphones,Kisumu,10,180000.0
2026-04-04 08:40:55.580710,Monitor,Mombasa,17,765000.0
2026-04-04 08:40:55.580786,Monitor,Eldoret,14,252000.0
2026-04-05 08:40:55.581101,Headphones,Nairobi,7,126000.0
2026-04-05 08:40:55.581208,Monitor,Mombasa,13,325000.0
2026-04-05 08:40:55.581415,Phone,Eldoret,10,450000.0
2026-04-06 08:40:55.580750,Laptop,Eldoret,12,300000.0
2026-04-06 08:40:55.580832,Phone,Nairobi,1,18000.0
2026-04-06 08:40:55.581152,Laptop,Mombasa,1,45000.0
2026-04-07 08:40:55.580805,Headphones,Eldoret,12,300000.0
2026-04-07 08:40:55.580902,Headphones,Kisumu,5,225000.0
2026-04-07 08:40:55.580914,Headphones,Mombasa,12,300000.0
2026-04-07 08:40:55.581062,Headphones,Nairobi,10,250000.0
2026-04-07 08:40:55.581206,Laptop,Kisumu,5,225000.0
2026-04-07 08:40:55.581328,Laptop,Mombasa,4,72000.0
2026-04-07 08:40:55.581473,Laptop,Nairobi,3,54000.0
2026-04-07 08:40:55.581542,Phone,Nairobi,2,50000.0
2026-04-08 08:40:55.581097,Headphones,Kisumu,12,540000.0
2026-04-08 08:40:55.581220,Monitor,Mombasa,3,75000.0
2026-04-09 08:40:55.580578,Monitor,Kisumu,5,225000.0
2026-04-09 08:40:55.580834,Laptop,Mombasa,18,63000.0
2026-04-10 08:40:55.581076,Phone,Mombasa,1,25000.0
2026-04-11 08:40:55.580629,Phone,Nairobi,1,45000.0
2026-04-12 08:40:55.580787,Headphones,Nairobi,17,306000.0
2026-04-12 08:40:55.580848,Phone,Kisumu,3,135000.0
2026-04-12 08:40:55.581268,Phone,Kisumu,9,405000.0
2026-04-12 08:40:55.581496,Headphones,Mombasa,11,198000.0
2026-04-12 08:40:55.581535,Laptop,Eldoret,11,275000.0
2026-04-13 08:40:55.580671,Laptop,Eldoret,12,540000.0
2026-04-13 08:40:55.580760,Phone,Nairobi,13,325000.0
2026-04-13 08:40:55.580972,Monitor,Mombasa,17,765000.0
2026-04-13 08:40:55.581078,Monitor,Eldoret,4,14000.0
2026-04-14 08:40:55.581068,Monitor,Nairobi,4,72000.0
2026-04-15 08:40:55.581272,Monitor,Nairobi,16,56000.0
2026-04-16 08:40:55.581125,Laptop,Eldoret,2,50000.0
2026-04-16 08:40:55.581234,Laptop,Kisumu,6,270000.0
2026-04-17 08:40:55.580974,Monitor,Nairobi,13,585000.0
2026-04-17 08:40:55.581566,Monitor,Kisumu,18,810000.0
2026-04-18 08:40:55.580861,Laptop,Kisumu,4,14000.0
2026-04-18 08:40:55.581573,Phone,Mombasa,13,45500.0
2026-04-19 08:40:55.581371,Monitor,Kisumu,14,350000.0
2026-04-19 08:40:55.581490,Monitor,Kisumu,19,342000.0
2026-04-19 08:40:55.581515,Phone,Mombasa,9,31500.0
2026-04-20 08:40:55.581127,Phone,Nairobi,4,72000.0
2026-04-21 08:40:55.581072,Monitor,Eldoret,15,52500.0
2026-04-21 08:40:55.581107,Headphones,Eldoret,12,216000.0
2026-04-22 08:40:55.581041,Laptop,Eldoret,11,198000.0
2026-04-22 08:40:55.581119,Monitor,Nairobi,18,450000.0
2026-04-22 08:40:55.581430,Laptop,Kisumu,9,162000.0
2026-04-23 08:40:55.580846,Headphones,Kisumu,8,200000.0
2026-04-24 08:40:55.580820,Headphones,Mombasa,4,100000.0
2026-04-24 08:40:55.581161,Headphones,Nairobi,2,36000.0
2026-04-24 08:40:55.581455,Laptop,Mombasa,8,28000.0
2026-04-25 08:40:55.580748,Monitor,Mombasa,3,135000.0
2026-04-25 08:40:55.580840,Laptop,Eldoret,19,855000.0
2026-04-25 08:40:55.580850,Headphones,Mombasa,11,38500.0
2026-04-26 08:40:55.580814,Monitor,Nairobi,13,234000.0
2026-04-26 08:40:55.580856,Phone,Eldoret,17,765000.0
2026-04-26 08:40:55.580906,Headphones,Eldoret,17,59500.0
2026-04-27 08:40:55.580645,Phone,Mombasa,4,14000.0
2026-04-27 08:40:55.580852,Phone,Kisumu,18,324000.0
2026-04-27 08:40:55.581200,Laptop,Nairobi,10,250000.0
2026-04-27 08:40:55.581247,Laptop,Mombasa,19,475000.0
2026-04-27 08:40:55.581492,Headphones,Nairobi,8,360000.0
2026-04-28 08:40:55.580635,Monitor,Kisumu,1,3500.0
2026-04-28 08:40:55.580704,Headphones,Mombasa,18,63000.0
2026-04-28 08:40:55.581043,Phone,Nairobi,9,405000.0
2026-04-28 08:40:55.581175,Phone,Eldoret,10,35000.0
2026-04-28 08:40:55.581249,Laptop,Mombasa,7,175000.0
2026-04-29 08:40:55.581163,Headphones,Nairobi,9,162000.0
2026-04-29 08:40:55.581194,Headphones,Kisumu,3,54000.0
2026-05-01 08:40:55.581287,Monitor,Nairobi,2,7000.0
2026-05-01 08:40:55.581562,Phone,Nairobi,5,125000.0
2026-05-02 08:40:55.580597,Monitor,Mombasa,7,315000.0
2026-05-03 08:40:55.581177,Phone,Kisumu,4,72000.0
2026-05-03 08:40:55.581317,Headphones,Nairobi,8,200000.0
2026-05-03 08:40:55.581478,Monitor,Kisumu,1,18000.0
2026-05-04 08:40:55.580610,Monitor,Mombasa,10,450000.0
2026-05-04 08:40:55.581274,Laptop,Kisumu,17,59500.0
2026-05-05 08:40:55.580818,Headphones,Nairobi,2,7000.0
2026-05-05 08:40:55.581423,Headphones,Mombasa,11,495000.0
2026-05-05 08:40:55.581471,Laptop,Nairobi,8,28000.0
2026-05-06 08:40:55.580618,Phone,Nairobi,17,765000.0
2026-05-06 08:40:55.580908,Laptop,Mombasa,16,288000.0
2026-05-06 08:40:55.580949,Monitor,Nairobi,10,450000.0
2026-05-06 08:40:55.581396,Headphones,Nairobi,5,90000.0
2026-05-07 08:40:55.580700,Monitor,Nairobi,9,31500.0
2026-05-07 08:40:55.580954,Monitor,Kisumu,1,3500.0
2026-05-07 08:40:55.580958,Laptop,Mombasa,7,24500.0
2026-05-07 08:40:55.580993,Laptop,Eldoret,13,325000.0
2026-05-07 08:40:55.581394,Phone,Nairobi,7,315000.0
2026-05-07 08:40:55.581486,Headphones,Nairobi,2,50000.0
2026-05-08 08:40:55.581059,Laptop,Kisumu,17,59500.0
2026-05-08 08:40:55.581092,Laptop,Mombasa,17,59500.0
2026-05-08 08:40:55.581154,Laptop,Eldoret,19,342000.0
2026-05-09 08:40:55.581150,Headphones,Kisumu,7,315000.0
2026-05-09 08:40:55.581469,Phone,Mombasa,1,25000.0
2026-05-10 08:40:55.581138,Monitor,Kisumu,3,135000.0
2026-05-11 08:40:55.580742,Phone,Nairobi,7,315000.0
2026-05-11 08:40:55.581165,Laptop,Kisumu,15,675000.0
2026-05-12 08:40:55.580698,Phone,Eldoret,12,216000.0
2026-05-12 08:40:55.580730,Headphones,Nairobi,19,855000.0
2026-05-12 08:40:55.580806,Monitor,Eldoret,5,225000.0
2026-05-12 08:40:55.580836,Phone,Nairobi,1,3500.0
2026-05-12 08:40:55.581140,Phone,Kisumu,7,175000.0
2026-05-12 08:40:55.581319,Monitor,Mombasa,3,135000.0
2026-05-12 08:40:55.581533,Phone,Nairobi,7,175000.0
2026-05-13 08:40:55.580736,Phone,Eldoret,14,630000.0
2026-05-13 08:40:55.580941,Headphones,Mombasa,19,342000.0
2026-05-13 08:40:55.581047,Headphones,Eldoret,15,52500.0
2026-05-13 08:40:55.581554,Headphones,Mombasa,13,585000.0
2026-05-14 08:40:55.580816,Phone,Mombasa,14,252000.0
2026-05-14 08:40:55.580997,Laptop,Kisumu,18,810000.0
2026-05-14 08:40:55.581030,Monitor,Kisumu,15,375000.0
2026-05-14 08:40:55.581257,Monitor,Kisumu,8,28000.0
2026-05-15 08:40:55.580617,Headphones,Nairobi,9,405000.0
2026-05-15 08:40:55.580639,Headphones,Mombasa,2,7000.0
2026-05-16 08:40:55.580684,Phone,Nairobi,14,630000.0
2026-05-16 08:40:55.580960,Monitor,Mombasa,10,450000.0
2026-05-16 08:40:55.581014,Monitor,Eldoret,14,350000.0
2026-05-16 08:40:55.581024,Laptop,Eldoret,8,360000.0
2026-05-16 08:40:55.581121,Headphones,Nairobi,10,35000.0
2026-05-17 08:40:55.580637,Monitor,Mombasa,18,810000.0
2026-05-17 08:40:55.580830,Phone,Nairobi,6,108000.0
2026-05-17 08:40:55.581156,Phone,Mombasa,14,49000.0
2026-05-17 08:40:55.581181,Phone,Kisumu,4,180000.0
2026-05-18 08:40:55.580581,Monitor,Eldoret,7,315000.0
2026-05-18 08:40:55.580754,Monitor,Eldoret,5,125000.0
2026-05-18 08:40:55.580771,Monitor,Kisumu,14,252000.0
2026-05-18 08:40:55.580867,Monitor,Kisumu,6,270000.0
2026-05-18 08:40:55.580900,Headphones,Mombasa,3,10500.0
2026-05-18 08:40:55.581293,Laptop,Eldoret,4,180000.0
2026-05-18 08:40:55.581398,Phone,Mombasa,6,270000.0
2026-05-18 08:40:55.581451,Phone,Mombasa,3,135000.0
2026-05-19 08:40:55.580583,Phone,Nairobi,12,216000.0
2026-05-19 08:40:55.581064,Phone,Nairobi,2,90000.0
2026-05-19 08:40:55.581524,Phone,Mombasa,13,585000.0
2026-05-20 08:40:55.581585,Headphones,Eldoret,6,108000.0
2026-05-21 08:40:55.580920,Headphones,Kisumu,10,180000.0
2026-05-21 08:40:55.581136,Monitor,Eldoret,15,375000.0
2026-05-21 08:40:55.581432,Laptop,Mombasa,7,315000.0
2026-05-21 08:40:55.581507,Laptop,Nairobi,16,56000.0
2026-05-22 08:40:55.581084,Phone,Mombasa,8,200000.0
2026-05-22 08:40:55.581577,Headphones,Mombasa,1,25000.0
2026-05-23 08:40:55.580720,Monitor,Eldoret,11,38500.0
2026-05-23 08:40:55.580875,Phone,Eldoret,12,42000.0
2026-05-23 08:40:55.580916,Laptop,Eldoret,4,180000.0
2026-05-23 08:40:55.580918,Laptop,Kisumu,11,198000.0
2026-05-23 08:40:55.581330,Laptop,Mombasa,12,300000.0
2026-05-24 08:40:55.580631,Monitor,Nairobi,7,24500.0
2026-05-25 08:40:55.581461,Headphones,Eldoret,4,100000.0
2026-05-27 08:40:55.580777,Monitor,Mombasa,1,25000.0
2026-05-28 08:40:55.580964,Headphones,Kisumu,8,360000.0
2026-05-28 08:40:55.581342,Headphones,Kisumu,14,252000.0
2026-05-29 08:40:55.581332,Laptop,Mombasa,18,810000.0
2026-05-29 08:40:55.581581,Phone,Eldoret,19,342000.0
2026-05-30 08:40:55.580621,Laptop,Nairobi,14,49000.0
2026-05-30 08:40:55.580727,Laptop,Kisumu,12,216000.0
2026-05-30 08:40:55.581251,Laptop,Kisumu,19,342000.0
2026-05-30 08:40:55.581369,Headphones,Eldoret,17,59500.0
2026-05-31 08:40:55.580696,Monitor,Kisumu,11,495000.0
2026-05-31 08:40:55.580716,Phone,Nairobi,5,125000.0
2026-05-31 08:40:55.580976,Monitor,Kisumu,8,200000.0
2026-05-31 08:40:55.580989,Headphones,Eldoret,6,270000.0
2026-05-31 08:40:55.581187,Laptop,Eldoret,2,90000.0
2026-06-02 08:40:55.580679,Laptop,Mombasa,11,38500.0
2026-06-03 08:40:55.580866,Monitor,Kisumu,4,14000.0
2026-06-03 08:40:55.581123,Phone,Mombasa,9,31500.0
2026-06-04 08:40:55.580981,Headphones,Kisumu,9,405000.0
2026-06-04 08:40:55.580985,Laptop,Eldoret,7,24500.0
2026-06-05 08:40:55.580927,Monitor,Eldoret,11,198000.0
2026-06-05 08:40:55.581326,Phone,Eldoret,1,25000.0
2026-06-05 08:40:55.581560,Headphones,Nairobi,16,400000.0
2026-06-06 08:40:55.580744,Monitor,Kisumu,11,495000.0
2026-06-06 08:40:55.581096,Monitor,Eldoret,8,28000.0
2026-06-06 08:40:55.581173,Monitor,Nairobi,6,21000.0
2026-06-07 08:40:55.580722,Laptop,Mombasa,9,31500.0
2026-06-08 08:40:55.580923,Headphones,Nairobi,15,675000.0
2026-06-08 08:40:55.581230,Laptop,Nairobi,6,150000.0
2026-06-08 08:40:55.581262,Laptop,Mombasa,6,108000.0
2026-06-08 08:40:55.581390,Laptop,Mombasa,14,49000.0
2026-06-09 08:40:55.580766,Laptop,Eldoret,2,7000.0
2026-06-09 08:40:55.581202,Phone,Mombasa,2,90000.0
2026-06-09 08:40:55.581321,Monitor,Mombasa,15,375000.0
2026-06-09 08:40:55.581475,Monitor,Eldoret,3,54000.0
2026-06-10 08:40:55.581038,Laptop,Eldoret,15,52500.0
2026-06-10 08:40:55.581067,Headphones,Mombasa,1,45000.0
2026-06-10 08:40:55.581253,Phone,Mombasa,12,540000.0
2026-06-10 08:40:55.581383,Headphones,Mombasa,7,24500.0
2026-06-11 08:40:55.580860,Headphones,Nairobi,11,38500.0
2026-06-11 08:40:55.580968,Monitor,Nairobi,2,7000.0
2026-06-11 08:40:55.581198,Headphones,Mombasa,1,45000.0
2026-06-11 08:40:55.581465,Phone,Kisumu,5,125000.0
2026-06-12 08:40:55.581113,Monitor,Mombasa,1,25000.0
2026-06-12 08:40:55.581129,Headphones,Mombasa,7,315000.0
2026-06-12 08:40:55.581291,Monitor,Mombasa,9,31500.0
2026-06-12 08:40:55.581421,Phone,Eldoret,9,405000.0
2026-06-13 08:40:55.580898,Monitor,Eldoret,12,42000.0
2026-06-13 08:40:55.581270,Headphones,Nairobi,2,90000.0
2026-06-13 08:40:55.581575,Headphones,Mombasa,15,675000.0
2026-06-14 08:40:55.580781,Monitor,Nairobi,4,72000.0
2026-06-14 08:40:55.581183,Phone,Kisumu,10,250000.0
2026-06-14 08:40:55.581481,Phone,Nairobi,7,175000.0
2026-06-14 08:40:55.581546,Headphones,Nairobi,13,45500.0
2026-06-15 08:40:55.580894,Headphones,Kisumu,1,45000.0
2026-06-15 08:40:55.581212,Phone,Eldoret,10,250000.0
2026-06-15 08:40:55.581380,Laptop,Nairobi,15,675000.0
2026-06-15 08:40:55.581409,Phone,Mombasa,1,18000.0
2026-06-16 08:40:55.580669,Headphones,Mombasa,14,252000.0
2026-06-16 08:40:55.580811,Monitor,Kisumu,15,675000.0
2026-06-16 08:40:55.580873,Monitor,Eldoret,9,162000.0
2026-06-16 08:40:55.581018,Monitor,Nairobi,17,765000.0
2026-06-16 08:40:55.581148,Monitor,Kisumu,1,18000.0
2026-06-17 08:40:55.581169,Phone,Eldoret,17,765000.0
2026-06-18 08:40:55.580999,Headphones,Eldoret,17,306000.0
2026-06-18 08:40:55.581005,Phone,Mombasa,5,125000.0
2026-06-18 08:40:55.581009,Headphones,Kisumu,7,24500.0
2026-06-18 08:40:55.581344,Headphones,Kisumu,2,7000.0
2026-06-19 08:40:55.581278,Laptop,Eldoret,12,540000.0
2026-06-20 08:40:55.581550,Headphones,Mombasa,2,50000.0
2026-06-21 08:40:55.580826,Laptop,Kisumu,3,10500.0
2026-06-22 08:40:55.580783,Headphones,Eldoret,13,234000.0
2026-06-22 08:40:55.581214,Monitor,Eldoret,17,425000.0
2026-06-22 08:40:55.581352,Laptop,Eldoret,17,765000.0
2026-06-23 08:40:55.580887,Headphones,Eldoret,13,234000.0
2026-06-23 08:40:55.580966,Phone,Kisumu,18,810000.0
2026-06-23 08:40:55.581241,Headphones,Kisumu,2,90000.0
2026-06-24 08:40:55.581239,Laptop,Nairobi,18,324000.0
2026-06-24 08:40:55.581408,Laptop,Kisumu,17,425000.0
2026-06-24 08:40:55.581558,Headphones,Eldoret,16,720000.0
2026-06-25 08:40:55.580641,Laptop,Nairobi,1,25000.0
2026-06-25 08:40:55.580746,Headphones,Nairobi,16,720000.0
2026-06-25 08:40:55.581311,Laptop,Mombasa,17,306000.0
2026-06-27 08:40:55.580871,Monitor,Mombasa,1,18000.0
2026-06-29 08:40:55.580593,Phone,Kisumu,17,306000.0
2026-06-29 08:40:55.581033,Laptop,Kisumu,14,630000.0
2026-06-29 08:40:55.581264,Laptop,Eldoret,5,125000.0
2026-06-30 08:40:55.580694,Phone,Mombasa,17,765000.0
2026-06-30 08:40:55.580793,Monitor,Mombasa,15,52500.0
2026-06-30 08:40:55.581378,Laptop,Kisumu,17,765000.0
2026-06-30 08:40:55.581434,Monitor,Eldoret,3,10500.0
2026-07-01 08:40:55.580734,Phone,Nairobi,7,24500.0
2026-07-02 08:40:55.581094,Laptop,Nairobi,12,300000.0
2026-07-03 08:40:55.580623,Laptop,Eldoret,4,14000.0
2026-07-03 08:40:55.581090,Monitor,Nairobi,18,63000.0
2026-07-03 08:40:55.581284,Monitor,Kisumu,10,250000.0
2026-07-03 08:40:55.581367,Headphones,Kisumu,5,125000.0
2026-07-03 08:40:55.581517,Monitor,Eldoret,16,400000.0
2026-07-04 08:40:55.581045,Headphones,Mombasa,2,36000.0
2026-07-04 08:40:55.581105,Laptop,Kisumu,11,275000.0
2026-07-04 08:40:55.581406,Monitor,Nairobi,2,7000.0
2026-07-05 08:40:55.580925,Monitor,Mombasa,13,234000.0
2026-07-05 08:40:55.581111,Headphones,Eldoret,8,144000.0
2026-07-06 08:40:55.580673,Headphones,Kisumu,10,450000.0
2026-07-06 08:40:55.580945,Laptop,Nairobi,8,360000.0
